actual_headline,mt5_headline,mbart_headline,lstm_headline
နေတိုးအဖွဲ့က ယူကရိန်းကို ၁၅၅ မမ အမြောက်ကျည်များ ထောက်ပံ့မည်,၁၅၅ မမ အမြောက်ကျည်များအတွက် ယူရို ၁ ဒသမ ၁ ဘီလီယံတန် စာချုပ် လက်မှတ်ရေးထိုး,ယူရို ၁ ဒသမ ၁ ဘီလီယံတန် စာချုပ် စစ်ရေးမဟာမိတ်အဖွဲ့ လက်မှတ်ထိုး,အစ္စရေးအဖွဲ့ကရိန်းအအအအယူကရိန်းကိုအဖွဲ့အဖွဲ့အ
သူဌေးကြီး ဂျင်မီလိုင်အပေါ် စီရင်ချက်ချမှု အနောက်နိုင်ငံများ ဝေဖန်သည့်ပေါ် တရားသူကြီး တုံ့ပြန်,ဩဇာကြီးသူဌေးကြီး ဂျင်မီလိုင်ကို တရုတ်ပြည်မကြီးအစိုးရက အမျိုးသားလုံခြုံရေးဥပဒေဖြင့် တရားစီရင်ချက်ချ,သူဌေးကြီးဂျင်မီလိုင်ကို တရုတ်က အမျိုးသားလုံခြုံရေးဥပဒေဖြင့် တရားစီရင်ချက်ချသည့်အပေါ် အနောက်နိုင်ငံများ ပြင်းပြင်,အမျိုးအအအအမှုအမှုအမှုအမှုအမှုအမှုအမှုအ
ယူကရိန်းကို မကူညီပါက ရက်သတ္တပတ်အနည်းငယ်အတွင်း ရုရှားစစ်နိုင်သွားနိုင်ဟု ဘိုင်ဒင် သတိပေး,ယူကရိန်းကို အမေရိကန်က စစ်ရေးအထောက်အပံ့ဆက်မပေးပါက ရုရှားစစ်နိုင်မည်,ယူကရိန်းကို စစ်ရေးအထောက်အပံ့များ ဆက်မပေးပါက ရုရှားစစ်နိုင်ဟု ဘိုင်ဒင်ပြော,ယူကရိန်းအအအအအအအအအအအအအအမေရိကန်
ကင်မရွန်းတွင် ကမ္ဘာ့ပထမဆုံး ငှက်ဖျားကာကွယ်ဆေး ထိုးနှံ,ကင်မရွန်းတွင် ကမ္ဘာ့ပထမဆုံး ငှက်ဖျားရောဂါ ကာကွယ်ဆေး ထိုးနှံ,ကင်မရွန်းတွင် ကမ္ဘာ့ပထမဆုံး ငှက်ဖျားကာကွယ်ဆေး စတင်မိတ်ဆက်,ကင်ဘာရောဂါကူးစက်ခံရသည့်ကလေးရောဂါဖြစ်ပွား
ကနေဒါက နိုင်ငံတကာကျောင်းသားဝင်ခွင့် လျှော့ချပြီး အလုပ်လုပ်ခွင့် ကန့်သတ်,ကနေဒါတွင် ဘွဲ့လွန်ကျောင်းသားများ အရေအတွက် လျှော့ချရန် ရည်ရွယ်ပြီး နိုင်ငံတကာကျောင်းသားဝင်ခွင့်ကို နှစ်နှစ် ချမည်,ကနေဒါနိုင်ငံတွင် ကျောင်းသားဝင်ခွင့် နှစ်နှစ်နှစ်လျှော့ချမည်,ကရင်နီတွင်အကျဉ်းသားများအပြန်ပြန်ပြန်ပြန်ပြန်ပြန်ပြန်
တရုတ် ရှင်းကျန်းပြည်နယ်၌ ပြင်းအား ၇ ဒသမ ၁ ရှိ ငလျင်လှုပ်၊ ယူနန် မြေပြိုမှု သေဆုံးသူ ၂၀ ရှိလာ,တရုတ်နယ်စပ်တွင် ပြင်းအား ရစ်ချ်တာစကေး ၇ ဒသမ ၁ ရှိ ငလျင်ကြီး,တရုတ်-ကာဂျစ္စတန် နယ်စပ်ဒေသတွင် ရစ်ချ်တာစကေး ၇ ဒသမ ၁ ရှိ ငလျင်လှုပ်,တရုတ်တွင်အင်အားအနီးငလျင်လှုပ်
တတိယကမ္ဘာစစ် အရှေ့အလယ်ပိုင်းကစဖြစ်မည်ဟု ရုရှားနိုင်ငံပိုင်ရုပ်သံ ခန့်မှန်းထုတ်လွှင့်,တတိယကမ္ဘာစစ် အစ္စရေး-ဟားမတ်စ် စစ်ပွဲ အရင်းခံပြီး အရှေ့အလယ်ပိုင်းတွင် စတင်ဖြစ်ပွားမည်,တတိယကမ္ဘာစစ် အရှေ့အလယ်ပိုင်းတွင် စဖြစ်မည်ဟု ရုရှား ခန့်မှန်း,အမေရိကန်သမ္မတပူကာပူကိုအအအအအ
လုံခြုံရေးကောင်စီတွင် အာဖရိကတိုက် ကိုယ်စားပြုခွင့်မရသည့်အပေါ် ကုလအတွင်းရေးမှူးချုပ် ဝေဖန်,ကုလလုံခြုံရေးကောင်စီ အမြဲတမ်းအဖွဲ့ဝင်နေရာတွင် အာဖရိကတိုက် ကိုယ်စားပြုခွင့် ကင်းမဲ့နေသည့်အချက်ကို အန်တိုနီယိုဂူတာရက်စ် ထုတ်ပြန်,အာဖရိကတိုက် ကိုယ်စားပြုခွင့်ကင်းမဲ့နေသည့်အပေါ် ကုလအတွင်းရေးမှူးချုပ် ဝေဖန်,ကုလအခြုံရေးကောင်စီအအအအအအအအအအအအအ
လန်ဒန်မြို့တော်က ဆောင်းရာသီ မီးထွန်းပွဲတော် (ဓာတ်ပုံ),ဆောင်းရာသီ မီးထွန်းပွဲတော် လန်ဒန်မြို့တော်တွင် ကျင်းပ,လန်ဒန်မြို့တော်က ဆောင်းရာသီ မီးထွန်းပွဲတော်,ဆွစ်ဇာတွင်တွင်ပွဲတွင်တော်အတော်အတော်အကျင်းပ
ပင်လယ်နီ တိုက်ခိုက်မှုများကြောင့် ကမ္ဘာ့ရေကြောင်း ကုန်စည်ပို့ဆောင်ခများ မြင့်တက်,ပင်လယ်နီတွင် ကုန်စည်ကူးသန်းသည့် သင်္ဘောများကို ဟူသီသူပုန်များ ပစ်မှတ်ထားတိုက်ခိုက်,ပင်လယ်နီတွင် ဟူသီသူပုန်တိုက်ခိုက်မှုကြောင့် ကမ္ဘာ့ရေကြောင်းကုန်သွယ်ရေး အရေးပါသည့် လမ်းကြောင်း ပျက်စီး,ကမ္ဘာ့နီတွင်လယ်လယ်လယ်လယ်လယ်လယ်လယ်လယ်လယ်သမားများများစီး
ဂါဇာတွင် အစ္စရေးက အပြင်းထန်ဆုံး ထိုးစစ်ဆင်နေပြီး ဆေးရုံ ၁ ရုံကို စီးနင်း,ဂါဇာကမ်းမြောင်တောင်ပိုင်းတွင် အစ္စရေးတပ်က ဆေးရုံတရုံကို ဝင်စီးပြီး နောက်ဆေးရုံ ၁ ရုံ ဝိုင်းထား,ဂါဇာတွင် အစ္စရေးတပ်က ဆေးရုံ ၁ ရုံကို ဝင်စီးပြီး နောက် ၁ ဦးကို ဝိုင်းထားသဖြင့် အပြစ်မဲ့ပြည်သူများ စိုးရိမ်,ဂါဇာတွင်စစ်ဆေးရေးဆေးရုံများကိုအဆေးရုံများဆေးရုံများဆေး
အီကွေဒေါနိုင်ငံတွင် ကိုကင်း ၂၂ တန် စံချိန်တင် ဖမ်းဆီးရမိ,အီကွေဒေါတွင် စစ်ဆင်ရေးတခုအတွင်း ကိုကင်း ၂၂ မက်ထရစ်တန် ဖမ်းဆီးခံရ,အီကွေဒေါတွင် ကိုကင်း ၂၂ တန် စံချိန်တင်ဖမ်းမိ,အီကွေဒေါတွင်ကိုကိုကီတန်တန်ကျော်ကိုဖမ်းဆီး
